2555,
2550,German theologian
4728,American lawyer and statesman (born 1930)
2962,Swiss linguist (1857-1913)
3407,"multi-venue performing arts centre in Sydney, New South Wales, Australia"
2669,Belgian writer (1940-2021)
2208,German politician
7880,American comic book award
9256,
3000,American business executive
6940,"German writer, actor and film director"
1593,town in Russia
5880,award given by European Mathematical Society
10175,English footballer (born 1980)
7088,
3919,Russian cosmonaut
10290,Czech soccer player
5552,American football player (1921-1995)
11861,association football club
4290,Greek politician
8551,Dutch theoretical physicist
8023,Japanese actor
9026,Israeli poet (1917-1984)
1209,"commune in Moselle, France"
7587,Japanese actress
12372,Brazilian footballer
1164,"commune in Bas-Rhin, France"
1163,"commune in Bas-Rhin, France"
1019,Italian comune
9315,French physicist (1865-1940)
12078,German footballer
6246,Soviet politician (1912-1993)
10683,Russian footballer
6182,academic award
3894,"King of the United Kingdom and the British Dominions, and Emperor of India (1841â€?910)"
1633,"commune in Meurthe-et-Moselle, France"
12114,Ghanaian footballer
11489,association football club
6661,Norwegian author
4563,President of the Senate of the Philippines since 2022
4126,Irish politician
620,former municipality in Austria
4,capital city of Zhytomyr Oblast in northwestern Ukraine
880,Italian comune
0,city and administrative center of Zarkapattia Oblast and Uzhorod District in western Ukraine
2699,governing body of association football in Scotland
5770,
12217,Polish footballer
531,canton of France
1537,raion of Ukraine
11478,Italian association football club
9570,national association football team
11631,football player
2163,"city in Split-Dalmatia County, Croatia"
9978,association football club in Italy
5090,"former commune in LozÃ¨re, France"
4929,American politician (1928-2020)
6317,Wikimedia list article
4237,Japanese minister
12061,Turkish footballer
11966,Icelandic footballer
3839,president of the United States in 1841
2416,Austrian actress and art collector who fled Nazis (1880-1971)
6921,Human Rights award
9437,"process of converting a device, process, or society to the use of electric power"
11556,Danish football club based in Horsens
313,"commune in Essonne, France"
6438,"awarded by the AcadÃ©mie des Arts et Techniques du Cinema, France"
11814,"Italian football club based in Legnano, Lombardy"
3080,German politician
1359,"commune in Moselle, France"
6579,awards given annually for excellence of cinematic achievements
1064,Italian comune
8701,American actor
6138,music award
6523,English novelist
3923,Russian cosmonaut
8877,Norwegian canoe racer
10740,association football club in Switzerland
12093,Argentine footballer
11817,Bosnian footballer
4747,Estonian cabinet minister
4487,Prime Minister of Japan from 2001 to 2006
5713,British cosmologist and astrophysicist (born 1942)
6254,award to recognize significant achievements in dance
2170,kingdom in southeastern Europe (1929â€?943)
11563,Italian footballer (1964-2013)
6057,computer science award
3203,Australian-born American biological researcher
5827,award made by the U.S. National Academy of Sciences
10502,Spanish footballer
5523,American writer
11281,Italian footballer
2911,German classical scholar and historian (1817â€?903)
11648,Argentine footballer
6604,award
5506,English association football player and manager (born 1937)
3445,Catholic cardinal
6087,British literary award for an outstanding lifetime's contribution to the crime novel genre
6458,
9269,German psychiatrist
2390,American screenwriter
1399,Italian comune
2186,Danish politician (1922â€?016)
6888,literary award
5327,"former commune in Vosges, France"
2832,"French archivist, librarian and historian"
1040,administrative region of France
6821,American actress (born 1983)
10814,Serbian footballer
1737,chess player
5589,men's national association football team representing Cameroon
10141,association football club
7821,"American astronaut, lunar module pilot, and test pilot (1930-2021)"
9013,British scientist
5695,Spanish footballer
6554,Spanish literary award
5708,award category for the MTV Video Music Awards
12210,Romanian footballer
1551,"commune in Territoire de Belfort, France"
8108,German footballer and manager (1927-2007)
288,"commune in Nord, France"
7457,German writer
1449,county in Sweden between 1719 and 1996
2511,politician from France (1842-1923)
3953,Irish cabinet position
12270,Uruguayan footballer
6472,award in mathematical physics
10924,Danish footballer
4994,"former commune in Maine-et-Loire, France"
12496,Bulgarian footballer
7043,Japanese film director
329,canton of France
4852,French politician
12408,Italian association football player and manager
964,"commune in Val-d'Oise, France"
11150,Swiss footballer
11379,Canadian-English footballer
7064,award
6723,international award given by the BBC
11236,Peruvian football club based in Lima
6148,
9214,Spanish historian and jurist (1866-1951)
11268,Canadian association football player
4304,French politician
2287,French director and actor
7327,Italian cinematographer
2483,Russian historian of ancient history
5488,American actor
112,canton of France
11398,"professional association football club based in Lviv, Ukraine"
108,canton of France
6294,
4504,President of Peru (1851-1915)
10440,"association football club in Molde, Norway"
12050,Turkish footballer
8323,1956 film by Ronald Neame
6196,
1486,oblast in the Soviet Union and Russian Federation
1729,Swedish chess player
8856,Finnish writer
915,district of Belarus
11694,Nigeria National  football player
3718,American politician (1782-1863)
8148,asian Film Awards
10058,"football team in Biel/Bienne, Switzerland"
8863,"eldest son of Napoleon I's marshal Nicolas Oudinot of his first marriage with Charlotte Derlin, also made a military career (1791-1863)"
2896,French historian and author (1881 â€?1970)
1,oblast (region) of Ukraine
7746,German journalist and writer (1911-1992)
1831,honorific title for a holder of a doctoral degree
4246,German astronomer (1901-1983)
848,"commune in PyrÃ©nÃ©es-Orientales, France"
8456,annual award in the Netherlands
5626,award
3276,Roman road linking Italy and Hispania through Gallia Narbonensis
3924,"American politician, Missouri (1826-1885)"
10650,association football club in Romania
797,federal subject of Russia
3224,British artist (1782-1842)
9349,English philosopher and political theorist (1820â€?903)
9528,act of giving (not the act of receiving) property by will
3415,head of state and head of government of the United States of America
3453,Shadow Cabinet office
3583,Shadow Cabinet office
3515,post in the Official Opposition Shadow Cabinet
1759,British chess player
3619,Shadow Cabinet office
3472,Shadow Cabinet office
861,former municipality in Austria
3559,
4080,French politician
8895,
3835,second-highest constitutional office in the United States
4587,content specialist charged with an institution's collections and involved with the interpretation of heritage material
11512,Hungarian association football club
3274,United States historic place
12506,"university in Belgrade, Serbia"
8568,American novelist
6670,award for lead actor in a television drama series
2138,"city in Sibiu County, Romania"
5390,Visual Effects Artist
10274,association football club
786,"former municipality of Finland, now part of Joensuu"
3513,most senior politician within the Labour Party in the United Kingdom
7244,selection of films for preservation in the United States Library of Congress
11960,football player
7156,American geologist and educator
3363,"building in Chicago, Illinois"
4962,representative in New Brunswick of the Canadian monarch
1137,province of Kazakhstan
8287,Czech composer and pianist
11427,association football team
10244,"professional association football club based in Ulsan, South Korea"
823,"commune in Essonne, France"
2791,French writer and philosopher of the enlightenment (1657â€?757)
3025,American astronomer
8440,Swedish explorer and geologist (1850-1921)
2740,German assyriologist (1850-1922)
4217,Irish minister
3575,British politician turned television personality (born 1953)
11859,Bosnia and Herzegovina footballer
3571,"Scottish solicitor, Conservative politician and UK Government Minister (born 1962)"
8798,American pornographic actress
8556,American actor
8931,American magazine founder
2349,Swiss conductor
10432,Greek footballer
2070,monarchy in Southeast Europe between 1859â€?881
12188,Brazilian footballer and manager
6951,theater award in Austria
9903,men's national football team representing Slovakia
8181,German writer
1541,"commune in Yvelines, France"
9708,"association football club in Split, Croatia"
4459,Swiss politician
4188,
10960,association football club in Brazil
12242,Democratic Republic of the Congo footballer
7137,German astronomer
11245,Swiss footballer
6179,award
8517,
100,city and administrative centre of Gomel region in southeastern Belarus
10003,"association football club in Palermo, Sicily, Italy"
6462,Swedish astronomer
12486,Canadian footballer
10043,national association football team
4508,British politician (born 1944)
2506,French research institute of history and archaeology
2400,American actress
7344,German writer (1889-1967)
11773,Brazilian footballer
2448,"American actress, singer and songwriter"
6017,
1938,capital city of China
11030,Bulgarian footballer
3356,astronomical observatory
914,capital and largest city of Japan
1918,"city in Catalonia, Spain"
396,Russian city and the administrative center of Primorsky Krai
2742,country in East Africa
11735,Moroccan footballer
10401,"sports club in Gothenburg, Sweden"
5493,annual association football award
4131,"American politician, Ohio (1823-1900)"
6323,"American jazz saxophonist, clarinetist, trumpeter, composer, arranger, and bandleader (1907-2003)"
222,canton of France
9646,sports team
9312,British chemist (1870-1939)
10873,Spanish footballer
5604,French actress
10645,national under-19 association football team representing Norway
1735,Russian-American chess player
2014,European sovereign state from 1065 to 1230. From 1230 to 1833 it was the territorial jurisdiction of the Crown of Castile
9329,American journalism award
248,"commune in Meurthe-et-Moselle, France"
8610,Vietnamese American astronomer
10436,"Major League Soccer franchise in San Jose, California"
12431,Australian road cyclist
10356,association football club
1202,"commune in Bas-Rhin, France"
6081,Soviet title of honor
10358,Argentine sports club based in Rosario
5178,"former municipality of Finland, now part of PÃ¶ytyÃ¤"
6960,President of South Korea from 1998 to 2003
7477,literary award
392,"commune in Essonne, France"
5206,"former commune in Manche, France"
10780,Paraguayan footballer
394,"commune in Yvelines, France"
12054,Serbian football player
4803,British politician (born 1950)
12505,"public technical university (Polytechnic) located in Moscow, Russia"
5307,cycling team
6634,"award, rank of the Order of the British Empire"
8949,French painter (1882-1969)
6114,Japanese writer
7481,Italian actor
11717,Armenian association football player
647,"commune in Haut-Rhin, France"
4387,British politician (born 1939)
12407,Croatian association football player
12541,"engineering higher education establishment in Moscow, Russia"
5633,English-Irish boy band
7046,award
4910,British politician (born 1970)
9559,French association football player
1332,"commune in Moselle, France"
1810,sulfide mineral
1330,"commune in Moselle, France"
1331,"commune in Moselle, France"
2607,section of the Institut d'Estudis Catalans
10750,association football club in Austria
6347,photography award
990,city in central Latvia
8503,American chemist (1910-1985)
9108,American writer
12341,French footballer
3343,cultural heritage monument of Kosovo
2353,Canadian-American actor (1916-2006)
4532,head of state and head of government of Zambia
902,Italian comune
4047,"American actor, politician and filmmaker (born 1930)"
3306,"U.S. National Historic Landmark in Chicago, designed by Frank Lloyd Wright"
228,capital and largest city of Italy
2775,British chemist
8538,Australian physicist
7018,American writer (1922â€?007)
3706,Finnish politician (1924-2015)
8783,English children's fantasy writer
12239,German footballer
4278,German politician (SPD) (1932-2011)
6329,Award
229,territories mostly in the Appenine Peninsula under the sovereign direct rule of the pope between 756â€?870
7940,American actor
9483,act of creating goods or services
12072,Equatoguinean footballer
1703,American chess player
7845,American ornithologist and museum curator
11366,association football club in Romania
8966,Japanese writer
5293,"former commune in CÃ´tes-d'Armor, France"
11141,association football club in Estonia
7703,Norwegian ski jumper
7404,2011 film directed by Richard Linklater
8241,award
4348,Belgian politician (1796-1860)
7535,
2882,German mathematician
11852,football player
6322,award
7994,Russian actor (1966â€?022)
12344,Italian footballer
1424,"former district of Pussia and Lower Saxony, Germany"
6422,American content platform and production company
5067,"administrative units in the former Kingdom of Prussia, German Empire (1871-1918), and Free State of Prussia"
7162,Yugoslav and Serbian actor and politician (1933-2016)
1392,"commune in Moselle, France"
4134,Swedish 19th/early 20th century prime minister (1842-1907)
4523,British politician (born 1949)
597,"former municipality of Finland, now part of Lappeenranta"
8906,American economist
7646,award presented at the annual Golden Raspberry Awards
10611,sports club in Germany
1420,"commune in Haut-Rhin, France"
3790,"14th century Spanish cardinal, archbishop, Chancellor of Toledo and ecclesiastical leader"
564,"commune in Ain, France"
4057,"American politician, orator, statesman (1794-1865)"
2022,observatory
859,Italian comune
3523,"head of the Board of Trade, a committee of the Privy Council of the United Kingdom"
12126,Costa Rican footballer
7352,American actress (born 1985)
6365,award from the International Press Academy
6746,American biophysicist
653,"District of Duingen, Lower Saxony, Germany"
5402,award
2571,"one of the six principal organs of the UN, charged with the maintenance of international peace and security"
8869,American ballet dancer
8918,Chinese actress
7784,
7913,award in India
3364,coal mine at Charleroi
7378,American hip-hop group
9801,French footballer
4316,position
12349,Russian footballer (born 1985)
5768,American hip hop group from California
8314,class of award by MTV
7956,Israeli American biochemist
6165,"prize in mathematics, awarded by the London Mathematical Society"
12257,professional footballer (born 1962)
4429,President of Peru (1908-1995)
688,former municipality in Austria
4585,Dutch politician (1923-1994)
7904,Hungarian writer
9867,"association football club based in Nagoya, Japan"
5811,
10334,"association football club in Solna, Sweden"
3609,highest ranking-official of the Senate of the Philippines
2817,American astronomer
5180,"former commune in Jura, France"
404,joint zone of British and US occupied West Germany
7435,German writer
7704,British physicist
7953,Norwegian cross country skier and biathlete
7968,award from the International Press Academy
10433,association football club in Turkey
785,capital of Thailand
10846,Portuguese footballer
4037,Belizean politician
7581,American actress and director
12440,Danish-Filipino association footballer
10746,association football club in Italy
7262,American poet
10810,"Guadalajara, Mexico association football club"
3181,Dutch politician (1922-2009)
11217,Croatian association football player
6729,Russian performing arts award
8185,song by Marvin Hamlisch with lyrics by Alan and Marilyn Bergman
8336,American conductor and composer (1918â€?990)
7236,Japanese writer (1887-1974)
12400,Cypriot footballer
4026,in Japan
1186,"commune in Bas-Rhin, France"
5358,"former commune in Calvados, France"
5201,"former commune in Haute-Savoie, France"
7229,Gramophone Classical Music Award
1616,municipality in the metropolitan city of Milan
5830,American psychologist and writer
12014,Danish footballer
3425,Italian politician (1847â€?922)
1615,Italian comune
4991,"former commune in Ille-et-Vilaine, France"
8033,film award
5765,MTV Europe Music Awards
12348,association football player
8316,MTV Europe Music Awards
1451,"municipality in SkÃ¥ne County, Sweden"
8193,
6290,award for supporting actor in a television comedy series
4269,Bohemian-German rabbi and historian (1801-1875)
3519,cabinet minister in the United Kingdom
3692,representative elected by the voters in New Zealand
11361,Gambian footballer
7414,1988 film by Josep Tornatore
10310,Scottish footballer (1897-1967)
9307,educator
747,former Voivodeship in Poland (1945â€?975)
326,
2220,"mayor of Puget-Ville, in the south-east of France, in 1989-1990 and 1995-2014"
6637,American science award
11175,association football club in Italy
4046,"American lawyer and statesman, Virginia (1757-1837)"
11365,Romanian association football player (1921-1968)
5318,"former commune in Eure, France"
2444,"American stage and screen actress, singer, and spokesperson for the arts"
1498,"commune in Nord, France"
7601,German actor
147,"commune in Essonne, France"
3389,chÃ¢teau
1734,Indian chess player
9294,English actor (1925â€?017)
10985,Uruguayan footballer
9965,Turkish association football player
7274,award
2538,governing body of association football in Trinidad and Tobago
10944,association football club in Slovakia
3490,British politician (1865-1932)
5185,administrative subdivision of Thailand
12127,English-born Irish professional association football (born 1990)
3631,British politician (born 1934)
4527,Catholic cardinal
331,canton of France (until March 2015)
10850,association football club
2546,chess club
11799,Slovak soccer player
2122,"State of the Holy Roman Empire, established when Emperor Charles IV raised the Ascanian duchy of Saxe-Wittenberg to the status of an Electorate 1356"
5097,"place where a building is constructed, reconstructed or demolished"
12111,Uruguayan footballer
6244,civil class of the order
7567,2011 studio album by Kelly Clarkson
11340,Dutch professional footballer
12168,Finnish footballer
2475,French politician (1785-1870)
3379,"abbey located in Aude, in France"
6703,Ukrainian joint-stock company
9939,"association football club in Manchester, England"
6405,French chemist
8898,American physicist
770,"commune in Haut-Rhin, France"
1695,Hungarian chess player (1951-2014)
7711,
1231,"commune in Moselle, France"
1229,"commune in Moselle, France"
12191,"Swedish association football and bandy goalkeeper, and ice hockey defenseman (1914-1996)"
1230,"commune in Moselle, France"
9393,Spanish-American philosopher
12430,Israeli footballer
2097,town and administrative center of Tikhvinsky District of Leningrad Oblast in northwestern Russia
10647,Romanian footballer
6273,award
6562,British physicist
1026,French department
12176,Mexican footballer
3495,member of the United States Senate
4438,Spanish politician
9053,American musician (1936-1973)
11286,association football player
542,French department
5234,District of China
1998,city in central Lithuania
7279,award
1087,human settlement in Russia
8037,Swiss astronomer who posited dark matter (1898-1974)
1293,"commune in Moselle, France"
9800,"association football club in Ipswich, England"
12182,Moroccan footballer
9707,"association football club based in Dresden, Saxony, Germany"
12319,Spanish footballer
1945,"town in Bavaria, Germany"
717,"town in Lower Saxony, Germany"
7001,title of honor
1723,Latvian-German-Azerbaijani chess player
9166,Swedish prince; third son of Oscar II of Sweden and Sophia of Nassau
243,district in Austria
1830,German historian of classical antiquity (1969-2021)
6287,
11886,association football club in Italy
2062,principality in Southeast Europe between 1330â€?859
4973,France territorial subdivision for municipalities
748,"administrative subdivision of Turgay Oblast, Orenburg-Turgay and Aktobe governorates of Russian Empire and RSFSR"
815,Italian metropolitan city in the region of Sicily
6953,"Norwegian recording artist; singer, songwriter"
5072,"former commune in Doubs, France"
6952,
334,canton of France
6269,Canadian jazz musician and bandleader (1928â€?006)
6285,award
12509,"public research university in Kansas, United States"
9730,national association football team
12448,Antigua and Barbuda footballer
11954,French-Tunisian association football player
6036,
8160,German literary award
11449,Slovenian association football player
7144,Norwegian missionary (1921-2009)
8354,2009 television film directed by Allison Liddi-Brown
6233,American film award
5971,list of film award recipients
3228,German-British Baroque composer (1685â€?759)
9874,"multi-sports club in Drammen, Norway"
3988,
8508,Annual award for London's West End theatre
1790,"uvite series, tourmaline, cyclosilicate mineral"
1123,former district of Germany in Saxony-Anhalt
7999,
4578,11th Prime Minister of Norway
2755,Japanese microbiologist
4577,French politician
10316,national association football team
5025,"former commune in Yonne, France"
4982,type of Austrian rural municipality
3591,former cabinet position in British government
6683,"British writer, founder of the garden city movement"
9297,
2407,Spanish actor
9683,French association football club
6198,hall of fame to honor musical recordings of lasting qualitative or historical significance; award
7256,award presented by the British Academy of Film and Television Arts
9797,"association football club in Lille, France"
5699,Spanish association football player
9763,French association football club
4926,British Labour Party politician (1946-2005)
10794,Australian association football player
6992,"Japanese author, novelist"
6327,"Queen consort of King George VI, mother of Queen Elizabeth II"
7740,German chemist
5596,award
10731,English professional football player
544,"spa city in Stavropol Krai in North Caucasus, Russia"
11114,French footballer
12220,French footballer (1986-)
5319,"former commune in Eure-et-Loir, France"
1804,sulfate mineral
7424,German poet
6232,prize awarded for the best film at the Berlin International Film Festival
11074,Dutch association football player
5405,American actor (1908-1989)
3598,one of the Law Officers of the Crown
9230,"Jamaican singer, model and actress"
10453,"association football club in Stavanger, Norway"
2238,German politician
5453,annual award from the Academy of Motion Picture Arts and Sciences
2688,British archaeologist and scholar (1851â€?941)
7739,1979 film by Francesco Rosi
6033,music award
7038,award
7152,
10289,Swiss football club based in Sion
1130,"commune in Haut-Rhin, France"
10811,Mexican association football club
10640,"association football club in Dunfermline, Scotland"
6538,"series of annually awarded Dutch literary prizes for complete oeuvres, named after the poet Constantijn Huygens."
289,"municipality in Bruck/Leitha District, Lower Austria, Austria"
12389,Northern Irish footballer
11747,Brazilian soccer player (born 1993)
1506,former municipality in Austria
7718,1997 film by Barbara Kopple
5134,"former commune in Calvados, France"
5217,"former commune in Dordogne, France"
11140,Estonian footballer
3065,"French poet and essayist, translator"
8430,Hungarian writer (1950â€?016)
2355,American songwriter
4939,British politician (born 1948)
8301,Israeli poet (1911â€?970)
4352,Italian politician (born 1954)
3130,British politician (1873-1954)
2436,American actor
10046,Argentine footballer
9495,Walrus-class submarine of the Royal Netherlands Navy
7762,German legal historian
11880,Serbian footballer
2860,Estonian politician and historian
7145,Belgian bicycle cyclist
5428,Danish writer
8878,Egyptian chemist
9181,motorsports award
3659,British politician (born 1949)
7000,Soviet military commander and Marshal of the Soviet Union (1894-1949)
4637,First president of Malawi
818,Italian comune
6984,annual prize by Helsingin science fiction seura ry for the best science fiction book released in Finnish
2490,"international financial institutions, sells loans to middle-income developing countries, part of the World Bank Group"
3334,"fort in San Diego, California"
218,"commune in Haut-Rhin, France"
2386,"French film director, writer, and producer"
3769,American politician (1790-1851)
297,"commune in Territoire de Belfort, France"
6586,award
7290,American opera singer
4856,ruler of Kingdom of Poland
9936,"association football club in Northampton, England"
9890,association football club in Romania
3260,"natural history museum in Ottawa, Canada"
998,"commune in Seine-Saint-Denis, France"
2108,"Jagiellon kingdom of Poland, 1386-1569"
4034,head of municipal government such as a town or city
1452,county in Sweden between 1719 and 1996
6237,award for medicine
10506,Slovak association football player (1989-)
7307,Spanish architect
7860,literary award
5872,medal awarded by the Royal Society every alternate year
7832,Governor General literary award
11477,Italian footballer (1946-2020)
87,canton of France
3059,French mathematician of Belgian origin
5913,award
4720,American politician and army general (1811-1883)
10546,national association football team
968,"city municipality in Saint Petersburg, Russia"
512,former municipality in Austria
8406,French-American political scientist (1928â€?015)
4565,Canadian Roman Catholic archbishop
5648,"association football club in Barcelona, Spain"
9806,association football club in Turkey
9022,Literary award by the Norwegian broadcasting
4402,US Supreme Court justice from 1861 to 1889
11363,Serbian footballer
10745,Italian football player and manager
7434,speed skater from Norway (1923-2013)
4986,lowest official level of territorial division in Germany
11777,Scottish footballer (born 1952)
7462,German sociologist & scholar
10616,Dutch-Congolese footballer
7460,German architect (1920-2021)
8393,Geophysics
2456,Austro-Hungarian-American biochemist
5221,"former commune in Calvados, France"
11171,Croatian footballer
6622,Award in Mathematics
5722,award presented annually by the Academy of Motion Picture Arts and Sciences
5577,French actor and director
5400,Austrian writer
6828,Norwegian actor and director
4228,presiding officer of the United States House of Representatives
5169,"former commune in Dordogne, France"
2796,German philosopher
7872,American Music Award
2862,French essayist
5224,"former commune in Eure-et-Loir, France"
3485,English physicist and mathematician (1642â€?727)
4673,American politician (1860â€?925)
5645,award given by the  Broadcast Film Critics Association
10326,association football club in Alajuela
2024,cycling team
6346,
4866,title of the international leader of The Salvation Army
155,former province of Italy
7555,American actor (1931-1955)
9703,men's national association football team representing the Netherlands
1609,Italian comune
6868,Canadian filmmaker
11809,Swedish footballer
168,"commune in Val-d'Oise, France"
10984,"association football club in Bangkok, Thailand"
4989,"former commune in Dordogne, France"
4870,caliph
8740,American singer and actor
7373,1988 film directed by Allan Arkush
3372,"tower in the style of a pagoda in Shanghai, China"
9086,American mathematician
5835,award
987,"commune in Essonne, France"
10680,Croatian footballer
10822,Slovak footballer
1205,"commune in Bas-Rhin, France"
10682,German association football player
8365,television scriptwriter
1888,academic degree found chiefly in German-speaking countries
11083,Danish footballer
11808,Portuguese footballer
7370,"male classical vocal ensemble based in San Francisco, California"
11849,German footballer
4450,Estonian politician
957,"commune in Haut-Rhin, France"
4936,British politician (born 1971)
7653,award
3860,Head of the United States Postal Service
499,canton of France (until March 2015)
3068,German classical historian (born 1951)
7507,German chemist
8436,French mathematician
904,Italian comune
8118,Hungarian academic
4249,representative of voters to a local government
6669,award presented annually by the US Academy of Television Arts & Sciences
7695,Austrian writer (1947-2011)
8785,committee of Britain Yearly Meeting of the Religious Society of Friends
5479,american actor award for tv performance
2146,administrative division of Nazi Germany in the occupied Baltic countries and parts of Belarus
5688,Spanish footballer
370,Italian metropolitan city
7075,British author of children's books
1821,sulfate mineral
1954,city in Latvia
5352,"former commune in Eure-et-Loir, France"
7195,German physicist
4112,head of state and of government of the U.S. state of Mississippi
697,French department
4681,Swedish politician (1957-2003)
674,"commune in Meurthe-et-Moselle, France"
4756,Prime Minister of Great Britain (1712-1770)
6679,award given annually by the Screen Actors Guild
4656,French politician (1910â€?986)
2115,"town in Essex, United Kingdom"
8555,American aerospace engineer (1910-1990)
10963,German footballer
11579,Ghanaian footballer
8412,Serbian actor (1943-2016)
10407,Japanese association football club
7969,Canadian politician
11205,Norwegian association football player
5389,visual effects designer
6341,literary award
11507,Romanian footballer
715,"former commune in Territoire de Belfort, France"
3856,member of the National Assembly of France
10438,men's national association football team representing the USA
10831,Danish football club
5485,"English comedian, actor, director and writer"
10380,"football club based in Barcelona, Spain"
7679,Czech author of Czech and French literature
10140,Danish football club based in Copenhagen
3450,deputy of the German parliament
6908,German children's books author
2418,Russian poet (1889â€?966)
11900,Argentine association football player
8755,Indian film actor
3447,titular cardinal of a suburbicar diocese.  most senior of the three classes of catholic Cardinal
12003,Norwegian association football player
5613,American basketball player and coach
5469,"professional association football club based in Nicosia, Cyprus"
6594,professor of immunology
1336,"commune in Moselle, France"
10698,Kenyan footballer
6645,"state honorary prize in science and technology, in literature and the arts, for humanitarian work"
6647,
2109,Polish state from the coronation of the first King BolesÅ‚aw I the Brave in 1025 to the union with Lithuania and the rule of the Jagiellon dynasty in 1385
2468,Canadian-American actress
4297,British Army general (1898-1983)
11411,Brazilian footballer and manager
10149,national association football team
8971,"American singer, saxophonist and flautist"
6550,Spanish writer
9223,"Dutch politician, editor (1869-1952)"
5495,Czech footballer (1931-2015)
1450,county (lÃ¤n) in Sweden
11567,Romanian footballer
7793,German footballer (1935-2020)
8662,British novelist and former spy (1931â€?020)
10823,association football club in Slovakia
1098,Italian comune
1545,"commune in Yvelines, France"
1094,"former commune in Haut-Rhin, France"
9344,American music video awards
3198,German composer and photographer
749,Italian comune
8349,German university teacher
7223,American actress
8043,Critics' Choice Award
10900,English association football player (1977-)
6529,American economist
467,"commune in Haut-Rhin, France"
